Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,106.00,106.169998,105.419998,105.650002,3368600,98.188087
2013-03-01,103.389999,106.879997,102.589996,106.309998,2620200,98.801468
2013-02-01,101.440002,104.559998,100.580002,104.00,2672300,96.654617
2013-01-02,94.190002,101.949997,93.959999,100.550003,3160800,92.874741
2012-12-03,91.410004,94.139999,89.599998,92.849998,2871500,85.762497
2012-11-01,87.940002,91.970001,86.739998,90.949997,2883600,84.00753
2012-10-01,92.900002,95.459999,87.410004,87.599998,3429300,80.380272
2012-09-04,92.029999,94.099998,90.459999,92.419998,3558500,84.803017
2012-08-01,91.650002,94.300003,89.230003,92.599998,2203600,84.968185
2012-07-02,89.290001,92.080002,85.339996,91.230003,3226500,83.181221
2012-06-01,83.050003,89.599998,81.989998,89.599998,3337800,81.69503
2012-05-01,89.129997,89.949997,82.949997,84.410004,2889400,76.962921
2012-04-02,88.790001,89.75,84.440002,89.360001,2823200,80.915802
2012-03-01,87.720001,90.00,84.830002,89.209999,2859100,80.779976
2012-02-01,87.519997,88.459999,86.690002,87.599998,2993300,79.322113
2012-01-03,83.760002,87.989998,82.699997,86.709999,3691900,77.989746
2011-12-01,81.25,82.800003,77.510002,81.730003,3887300,73.510574
2011-11-01,77.889999,83.099998,75.489998,81.040001,4934000,72.889969
2011-10-03,71.129997,82.400002,68.629997,79.019997,5595400,70.574448
2011-09-01,83.019997,83.949997,71.709999,71.790001,5880400,64.11718
2011-08-01,87.980003,88.169998,76.50,82.980003,6756600,74.111214
2011-07-01,94.830002,98.190002,86.599998,87.139999,4573200,77.305412
2011-06-01,94.330002,95.059998,90.190002,94.849998,3259800,84.145264
2011-05-02,97.580002,97.949997,91.379997,94.379997,3303300,83.72831
2011-04-01,93.529999,97.50,90.580002,97.209999,3393400,85.733574
2011-03-01,92.190002,94.160004,86.910004,93.50,3651300,82.461571
2011-02-01,88.019997,93.650002,87.440002,92.230003,3729800,81.341507
2011-01-03,86.75,90.50,85.629997,87.919998,3744500,77.076775
2010-12-01,85.419998,87.82,83.230003,86.300003,3587700,75.656578
2010-11-01,84.57,87.870003,83.00,83.980003,4228900,73.622704
2010-10-01,87.379997,91.489998,83.800003,84.220001,4196300,73.372955
2010-09-01,79.510002,88.00,79.290001,86.709999,3223500,75.542259
2010-08-02,86.800003,88.379997,78.400002,78.550003,3621600,68.43322
2010-07-01,79.059998,87.480003,77.040001,85.540001,4490500,74.057678
2010-06-01,78.720001,83.00,72.720001,78.989998,5515900,68.386902
2010-05-03,89.190002,90.519997,68.959999,79.309998,5802800,68.663948
2010-04-01,83.870003,90.25,82.690002,88.669998,4841300,76.287849
2010-03-01,80.57,84.50,80.349998,83.57,4147900,71.900024
2010-02-01,80.839996,81.760002,77.25,80.150002,4118100,68.957611
2010-01-04,83.089996,85.169998,79.110001,80.489998,4187100,68.798325
2009-12-01,77.849998,84.32,76.00,82.669998,3746200,70.661667
2009-11-02,73.860001,79.00,73.349998,77.440002,3184000,66.19136
2009-10-01,73.559998,79.25,71.620003,73.57,3957000,62.476414
2009-09-01,71.809998,76.00,69.889999,73.800003,3671400,62.671734
2009-08-03,71.800003,73.50,69.260002,72.099998,4316700,61.228073
2009-07-01,60.310001,71.389999,57.810001,70.519997,5153400,59.452175
2009-06-01,57.900002,61.459999,56.610001,60.099998,4676800,50.667553
2009-05-01,57.560001,60.23,55.23,57.099998,4657700,48.13839
2009-04-01,48.950001,58.98,48.720001,57.599998,5823900,48.14016
2009-03-02,44.619999,51.130001,40.869999,49.720001,7465000,41.554321
2009-02-02,52.790001,54.66,45.169998,45.459999,7213200,37.993954
2009-01-02,57.549999,59.810001,52.310001,53.790001,5562100,44.472393
2008-12-01,64.949997,66.25,53.59,57.540001,6805300,47.572811
